"defi","Intitulé","cat_defi","nb_coauteurs","Indicateur","Quelle.donnée.faut.il.surveiller..","Exemples.de.réponses.possibles","Afin.de.suivre.les.progrès..à.quelle.fréquence.est.il.nécessaire.de.surveiller.cette.donnée..","Qui.peut.renseigner.cette.donnée..","Champ.d.application","clarte_cons","cible_cons","qua_cons","finpro_cons","clarte_rev1","clarte_rev2","cible_rev1","cible_rev2","qua_rev1","qua_rev2","finpro_rev1","finpro_rev2","rev_id_12"
"DC15","Comment l'éducation au développement durable peut-elle prendre en charge l'éco-anxiété ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",6,"Indicateur #4","Nombre de projets EDD à l'initiative des élèves qui s'ouvrent vers l'extérieur (asso, établissements, partenaires...)","","","","","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Non","Quantitatif","Quantitatif",NA,NA,"MC/CD"
"DC15","Comment l'éducation au développement durable peut-elle prendre en charge l'éco-anxiété ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",6,"Indicateur #5","Nombre de projets EDD à l'initiative des adultes qui s'ouvrent vers l'extérieur (asso, établissements, partenaires...)","","","","","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Non","Quantitatif","Quantitatif",NA,NA,"MC/CD"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicateur #1","Nombre de séances ou de situations où une ou plusieurs actions coopératives ont été produites. (indicateur quantitatif)Une action coopérative = tutorat, travail en groupe, démarche de projet, gestion de la classe, gestion des conflits, marché de connaissances, …","","En fonction du contexte pédagogique","Chaque professeur","Toutes les classes","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","IA/EC"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicateur #2","Nombre d'actions coopératives mises en place. (indicateur quantitatif)Par exemple, via un tableau de recensement collaboratif - tribu.","","Par trimestre ou semestre selon les fonctionnements des établissements","L'enseignant responsable","Toutes les classes","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","IA/EC"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicateur #3","Degré de participation aux activités coopératives ; (indicateur quantitatif)","","En fonction du contexte de l'établissement ( par exemple : Activité hebdomadaire ou toutes les deux semaines en SEGPA ; Avant chaque période de vacances scolaires en lycée technologique.)","les élèves","toutes les classes","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicateur #4","Niveau de soutien apporté aux autres (entraide) ; (indicateur quantitatif)","","En fonction du contexte de l'établissement ( par exemple : Activité hebdomadaire ou toutes les deux semaines en SEGPA ; Avant chaque période de vacances scolaires en lycée technologique.)","les élèves","Toutes les classes","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicateur #5","Niveau de soutien que l'on m'a apporté (entraide) (indicateur quantitatif)","","En fonction du contexte de l'établissement ( par exemple : Activité hebdomadaire ou toutes les deux semaines en SEGPA ; Avant chaque période de vacances scolaires en lycée technologique.)","les élèves","Toutes les classes","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicateur #6a","Impact sur la motivation du point de vue de l’élève (indicateur qualitatif)","","En fonction du contexte de l'établissement ( par exemple : Activité hebdomadaire ou toutes les deux semaines en SEGPA ; Avant chaque période de vacances scolaires en lycée technologique.)","l'enseignant ou l'équipe pédagogique en fonction du contexte","toutes les classes en sélectionnant un échantillon d'élèves ayant participés aux actions coopératives","Oui","Oui","Qualitatif","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Qualitatif","Finalité","Finalité","IA/EC"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicateur #6b","Impact sur l’accès à l’apprentissage du point de vue de l’élève (indicateur qualitatif)","","En fonction du contexte de l'établissement ( par exemple : Activité hebdomadaire ou toutes les deux semaines en SEGPA ; Avant chaque période de vacances scolaires en lycée technologique.)","l'enseignant ou l'équipe pédagogique en fonction du contexte","toutes les classes en sélectionnant un échantillon d'élèves ayant participés aux actions coopératives","Oui","Oui","Qualitatif","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Qualitatif","Finalité","Finalité","IA/EC"
"DC2","Comment mettre en place de la coopération entre élèves pour développer la motivation et l’accès aux apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",13,"Indicatuer #7","Evolution du niveau de motivation des élèves au cours d'une période (toutes les 4-5 actions coopératives, tous les trimestres,...) : 0 pas du tout motivé, 1 peu motivé, 2 moyennement motivé, 3 très motivé","","En fonction du contexte de l'établissement ( par exemple : Activité hebdomadaire ou toutes les deux semaines en SEGPA ; Avant chaque période de vacances scolaires en lycée technologique, avant la mise en place de séances de coopération et après .)","les élèves","toutes les classes","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC23","Comment mettre en place des inclusions en Section d'Enseignement Général et Professionnel Adapté (SEGPA) ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",3,"Indicateur #1a","Nombre de projets du collège auxquels les classes de Segpa ont participé","","chaque fin d'année.","Directeur Adjoint Chargé de Segpa (DACS)","collège.","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DC23","Comment mettre en place des inclusions en Section d'Enseignement Général et Professionnel Adapté (SEGPA) ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",3,"Indicateur #1b","Proportion de projets du collège auxquels les classes de Segpa ont participé (/ nombre total de projets dans le collège)","","chaque fin d'année.","Directeur Adjoint Chargé de Segpa (DACS)","collège.","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DC23","Comment mettre en place des inclusions en Section d'Enseignement Général et Professionnel Adapté (SEGPA) ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",3,"Indicateur #2a","Nombre d'heures de cours de l'emploi du temps mis en barrette entre une classe de segpa et une classe de générale déterminée.","","chaque fin d'année.","DACS","collège","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"DC23","Comment mettre en place des inclusions en Section d'Enseignement Général et Professionnel Adapté (SEGPA) ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",3,"Indicateur #2b","Nombre de matières mis en barrette entre une classe de segpa et une classe de générale déterminée.","","chaque fin d'année.","DACS","collège","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"DC23","Comment mettre en place des inclusions en Section d'Enseignement Général et Professionnel Adapté (SEGPA) ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",3,"Indicateur #3","Nombre d'heures de co-intervention.","Nombres d'heure effectuée","Chaque fin de trimestre.","DACS","collège","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"DC23","Comment mettre en place des inclusions en Section d'Enseignement Général et Professionnel Adapté (SEGPA) ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",3,"Indicateur #4a","Nombre de réunions de concertation PE PLP et PLC.","","chaque fin de trimestre.","DACS","collège","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","MC/CD"
"DC23","Comment mettre en place des inclusions en Section d'Enseignement Général et Professionnel Adapté (SEGPA) ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",3,"Indicateur #4b","Nombre de personnes impliquées dans des temps de concertation PE PLP et PLC.","","chaque fin de trimestre.","DACS","collège","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #1a","Le nombre de départs en stage","Tant d‘élèves sont partis","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeurLes professeurs","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #1b","Nombre d'élèves accompagnés pour trouver un stage","Tant d'élèves ont été accompagnés pour trouver","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeurLes professeurs","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #1c","Nombre d'élèves sans solution de stage","Tant d'élèves sont sans solution","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeurLes professeurs","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #2a","Nombre de stages aboutis","Tant d'élèves ont fini leur stage","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeurLes professeurs","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #2b","Nombre de stages validés","Tant d'élève ont obtenu satisfaisant et très satisfaisant aux items","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeurLes professeurs","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #3a","L'utilisation efficiente d'une grille d'évaluation: Nombre de professeurs ayant contribué à l’élaboration de la grille","Tant de professeurs ont contribué à son élaboration","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeur","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #3b","L'utilisation efficiente d'une grille d'évaluation: Nombre de professeurs ayant rempli la grille","Tant de professeurs ont rempli la grille","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeur","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #3c","L'utilisation efficiente d'une grille d'évaluation: Nombre d’élèves s’ayant emparés de la grille lors de lecture commentée par l'enseignant.","Tant d'élèves se sont emparés de la grille lors de lecture commentée par l'enseignant.","Chaque stageUne fois par trimestreBilan possible aussi sur les conseils de classe","Le directeur","","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #4a","Implication de l'équipe: visites","","Une fois par période","Le directeur","","Oui","Oui","Non défini (quanti ou quali possible)","Processus","Oui","Oui","Oui","Oui","Quantitatif","Qualitatif","Processus","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #4b","Implication de l'équipe: travail de recherche","","Une fois par période","Le directeur","","Oui","Oui","Non défini (quanti ou quali possible)","Processus","Oui","Oui","Oui","Oui","Quantitatif","Qualitatif","Processus","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #4c","Implication de l'équipe: travail sur le retour de stage","","Une fois par période","Le directeur","","Oui","Oui","Non défini (quanti ou quali possible)","Processus","Oui","Oui","Oui","Oui","Quantitatif","Qualitatif","Processus","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #4d","Implication de l'équipe: Evolution des pratiques et des outils utilisés en classe","","Une fois par période","Le directeur","","Oui","Oui","Non défini (quanti ou quali possible)","Processus","Oui","Oui","Oui","Oui","Non défini (quanti ou quali possible)","Qualitatif","Finalité","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #4e","Implication de l'équipe: Thématique abordée sur les temps de coordination","","Une fois par période","Le directeur","","Oui","Oui","Non défini (quanti ou quali possible)","Processus","Oui","Oui","Oui","Oui","Quantitatif","Qualitatif","Processus","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #5","Transfert des compétences d'un milieu à l'autre (psychosociales)(professionnel - scolaire)","analyse des comportements dans la cour, en classe, face au travail","Bilan possible aussi sur les conseils de classe","Le directeurLa vie scolaire","","Oui","Oui","Qualitatif","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Qualitatif","Finalité","Processus","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #6a","Examen CFG","Dossier plus abouti montrant un vrai cheminement du parcours avenir (écrit et oral)","3ème trimestreEt à l'issue de l'examen","L'équipe","","Oui","Oui","Non défini (quanti ou quali possible)","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DC24","Comment donner plus de valeur aux stages en entreprise pour remobiliser les élèves les plus en difficultés?","Engager les élèves / étudiants dans les tâches d’apprentissage",3,"Indicateur #6b","Examen DNB","Dossier plus abouti montrant un vrai cheminement du parcours avenir (écrit et oral)","3ème trimestreEt à l'issue de l'examen","L'équipe","","Oui","Oui","Non défini (quanti ou quali possible)","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DC28","Comment rendre attractives les filières industrielles en lycée pour les élèves filles ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",2,"#1","Taux d'élèves filles inscrites aux rentrées de septembre dans les classes industrielles.","20 à 50 % d'élèves filles dans les classes.","Chaque année au mois de septembre en entrée en classe de seconde.","Les enseignants, conseiller principal d'éducation, les chefs d'établissements.","Lycées","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC28","Comment rendre attractives les filières industrielles en lycée pour les élèves filles ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",2,"#2","Taux d'abandon d'élèves filles dans le cours de l'année scolaire.","0 à 100 % d'abandon d'élèves filles.","Durant toute l'année scolaire de la seconde à la terminale.","Les enseignants, conseiller principal d'éducation, les chefs d'établissements.","Lycées","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC28","Comment rendre attractives les filières industrielles en lycée pour les élèves filles ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",2,"#3","Taux de réussite à l'examen des élèves filles dans les filières industrielles.","100 %","Fin d'année scolaire de la classe de terminale (résultats bac pro en juillet)","Les enseignants, conseiller principal d'éducation, les chefs d'établissements.","Lycées","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/EC"
"DC28","Comment rendre attractives les filières industrielles en lycée pour les élèves filles ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",2,"#4","Taux d'élèves filles en poursuite d'études (post bac) dans les filières industrielles.","#4 = 100 % - #5","Rentrée septembre post bac.","Les enseignants, conseiller principal d'éducation, les chefs d'établissements, les directeurs délégués aux formations professionnelles et technologiques.","Supérieur","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC28","Comment rendre attractives les filières industrielles en lycée pour les élèves filles ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",2,"#5","Taux d'élèves filles en insertion professionnelle dans l'industrie post bac.","#5 = 100 % - #4","Du mois de juillet à décembre post bac.","Les enseignants, les chefs d'établissements, les directeurs délégués aux formations professionnelles et technologiques.","Entreprises","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC28","Comment rendre attractives les filières industrielles en lycée pour les élèves filles ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",2,"#6","Taux d'élèves filles en insertion professionnelle dans l'industrie post études supérieures.","100 %","Fin de cycle d'études supérieures","Les filles employées, les parents, les enseignants.","Entreprises","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DC28","Comment rendre attractives les filières industrielles en lycée pour les élèves filles ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",2,"#7","Degré de satisfaction des filles employées dans les métiers de l'industrie.","Sur une échelle de 0 à 10 => 10","Après une année de prise de fonction.","Les filles employées, les parents, les enseignants, les chefs d'établissement.","Entreprises","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/EC"
"DC3","Comment mettre en œuvre, en équipe pédagogique, une évaluation partagée des apprentissages au service de la formation des élèves ?","Rendre visible les résultats d’apprentissage des élèves / étudiant·es",2,"Indicateur #1","Appréciation des effets produits sur les élèves via des entretiens individualisés (avec une trame commune à compléter qui sera définie par une action)","","Avant chaque période de vacances scolaires","suivi de “x"" élèves / professeur","Collège, LP","Oui","Non","Qualitatif",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DC3","Comment mettre en œuvre, en équipe pédagogique, une évaluation partagée des apprentissages au service de la formation des élèves ?","Rendre visible les résultats d’apprentissage des élèves / étudiant·es",2,"Indicateur #2","Comptabiliser le nombre de fois où un enseignant intègre l'évaluation partagée dans la mise en œuvre des séances","","pour chaque séance concernée via un tableau collaboratif à compléter","tous les professeurs","Collège, LP","Oui","Oui","Quantitatif","Processus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DC3","Comment mettre en œuvre, en équipe pédagogique, une évaluation partagée des apprentissages au service de la formation des élèves ?","Rendre visible les résultats d’apprentissage des élèves / étudiant·es",2,"Indicateur #3a","Nombre de réunions de travail dédiées à ce défi","","Avant chaque conseil de classe","Le Professeur principal","Collège, LP","Oui","Oui","Quantitatif","Processus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DC3","Comment mettre en œuvre, en équipe pédagogique, une évaluation partagée des apprentissages au service de la formation des élèves ?","Rendre visible les résultats d’apprentissage des élèves / étudiant·es",2,"Indicateur #3b","Etat d’usage des outils par chaque professeur","","Avant chaque conseil de classe","Le Professeur principal","Collège, LP","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DC30","Comment sensibiliser des élèves à des actions solidaires ?","Engager les élèves / étudiants dans les tâches d’apprentissage",4,"#1a","Combien de parents participent aux actions solidaires ?","N parents participent","A chaque étape d'évolution du projet","une personne référente du projet","cycle 3 et 4","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Non",NA,NA,NA,NA,"MC/CD"
"DC30","Comment sensibiliser des élèves à des actions solidaires ?","Engager les élèves / étudiants dans les tâches d’apprentissage",4,"#1b","Combien d'élèves participent aux actions solidaires ?","N élèves participent","A chaque étape d'évolution du projet","une personne référente du projet","cycle 3 et 4","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","MC/CD"
"DC30","Comment sensibiliser des élèves à des actions solidaires ?","Engager les élèves / étudiants dans les tâches d’apprentissage",4,"#2","Est-ce que le climat scolaire s'améliore ?","Le nombre d'incident","par trimestre","les enseignants et les personnels de l'établissement","cycle 3 et 4","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Non défini (quanti ou quali possible)","Quantitatif","Finalité","Finalité","MC/CD"
"DC30","Comment sensibiliser des élèves à des actions solidaires ?","Engager les élèves / étudiants dans les tâches d’apprentissage",4,"#3","Amélioration des résultats scolaires","Le nombre de compétence validées dans le domaine du parcours citoyen","par trimestre","les enseignants","cycle 3 et 4","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DSE1A","Comment adapter les pratiques quand le problème c'est lire ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",1,"Indicateur #1","Score de fluence = nb de mots correctement lus par minute (donc, supprimer les erreurs)","X mots / minute","","Une période de la mise en place de l'adaptation.","","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/EC"
"DSE1A","Comment adapter les pratiques quand le problème c'est lire ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",1,"Indicateur #2a","Nombre de situations d’apprentissage où l’adaptation a permis de maintenir l’élève dans un travail collectif","K activités dans la semaine.","Chaque semaine","enseignant·e ou AESH","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DSE1A","Comment adapter les pratiques quand le problème c'est lire ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",1,"Indicateur #2b","Pourcentage de situations d’apprentissage où l’adaptation a permis l’élève de maintenir l’élève dans un travail collectif","X% sur N activités dans la semaine.","Chaque semaine","enseignant·e ou AESH","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/EC"
"DSE1A","Comment adapter les pratiques quand le problème c'est lire ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",1,"Indicateur #3","Réussite d'un exercice nécessitant la lecture d'un écrit (texte, consigne, ...)","Oui / Non (ou pourcentage)","Chaque semaine","enseignant·e ou AESH","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","IA/EC"
"DSE1A","Comment adapter les pratiques quand le problème c'est lire ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",1,"Indicateur#4a","Temps passé à préparer l'adaptation (préparation materielle, ...)","X min","Chaque semaine","Enseignant","Ecole, collège, Lycée","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","IA/EC"
"DSE1A","Comment adapter les pratiques quand le problème c'est lire ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",1,"Indicateur#4b","Temps passé à mettre en place l'adaptation (expliquer les consignes, ...)","X min","Chaque semaine","Enseignant","Ecole, collège, Lycée","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","IA/EC"
"DSE1C","Comment adapter les pratiques quand le problème c'est s'engager dans les apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #1","Nombre d'élèves habituellement non engagés ayant une attitude active dans l'activité.(bien préciser la t""che à effectuer: par ex. participation orale, passage à l'écrit, réalisation de la t""che demandée)","N élèves habituellement non engagés ont réussi à passer à l'écrit pendant l'activité","évaluation diagnostique et puis évaluation bilan au terme d'un cycle ( 3 à 5) de séquences similaires","l'enseignant, l'élève","Ecole, collège, lycée","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DSE1C","Comment adapter les pratiques quand le problème c'est s'engager dans les apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #2","Nombre d'élèves habituellement sous-engagés dans la t""che ayant une attitude active dans l'activité (bien préciser la t""che à effectuer: par ex. participation orale, passage à l'écrit, réalisation de la t""che demandée)","N élèves habituellement sous engagés ont participé à l'oral pendant l'activité","Tous les jours","l'enseignant, l'élève","Ecole, collège, lycée","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DSE1C","Comment adapter les pratiques quand le problème c'est s'engager dans les apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #3","Nombre d'élèves habituellement non engagés ou sous-engagés n'ayant toujours pas d'attitude active dans l'activité","N élèves","Tous les jours","l'enseignant, l'élève","Ecole, collège, lycée","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"DSE1C","Comment adapter les pratiques quand le problème c'est s'engager dans les apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #4","Nombre de questions posées par les élèves avant la mise en place de l'action","N élèves","Tous les jours","l'enseignant, l'élève","Ecole, collège, lycée","Oui","Oui","Quantitatif","Finalité","Non","Oui",NA,NA,NA,NA,NA,NA,"MC/CD"
"DSE1C","Comment adapter les pratiques quand le problème c'est s'engager dans les apprentissages ?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #5","Nombre de questions posées par les élèves lors de la mise en place de l'action","N élèves","Tous les jours","l'enseignant, l'élève","Ecole, collège, lycée","Oui","Oui","Quantitatif","Finalité","Non","Oui",NA,NA,NA,NA,NA,NA,"MC/CD"
